,news_title,time,news_theme
881,881,881,"#黄景瑜体重#
我的身材取向大概就是黄景瑜这种的，穿衣显瘦脱衣有肉，太有安全感了😭"
882,882,882,我们能做到的就是不出门，勤洗手！ 迫切希望拐点早点到来 #浙江新增27例新型肺炎# #武汉今起一天消毒两次#
883,883,883,【#湖北整治6类形式主义官僚主义问题#】湖北省纪委机关、省委组织部近日发出通知，要求大力整治疫情防控中的形式主义、官僚主义。6类形式主义官僚主义问题具体包括：①贯彻落实关于疫情防控工作的重要指示批示精神不用心不用力，贯彻执行党中央、国务院和各级党委政府关于疫情防控工作部署只说不干、盲 展开全文c
884,884,884,"【姚明笑了！】这是中国女篮连续第五次，历史上第九次打进奥运会！
元宵夜，我们终于赢来一场胜利的笑容！中国加油！#中国女篮进军东京奥运会# L央视体育的微博视频"
885,885,885,【这年头做警察太不容易了 ，不但要会抓坏人，还要会多国语言】常州一小区外国居民较多，警察用中英日语加方言硬核喊话。 #湖北以外地区新增病例数连降5天# （via 常州赞刚咾）L郴州市公安局的微博视频
886,886,886,【“报名参加”！#医疗队1小时自愿报名完成#】南京市第一医院组建赴武汉医疗队消息发出一个小时后，2名领队，54名医护人员名单确定。这段#聊天记录整齐得让人泪目#，愿你们整整齐齐地去，整整齐齐地回！@南京日报
887,887,887,【#西安一肯德基店员确诊#】#西安一确诊病例行动轨迹公布# 据@华商报 ，西安市雁塔区新型冠状病毒感染的肺炎疫情防控指挥部办公办室对一名新型冠状病毒感染的肺炎患者进行流行病学调查追踪时发现，该患者于2020年1月12日乘坐K1131次（4号车厢108座位）从郑州到西安，到西安火车站后于16:00—17:00之间 展开全文c
888,888,888,#湖南元宵晚会有大傻##湖南卫视弹幕观众席# 我的天，大傻居然上了湖南元宵春晚，和汪涵 马可一起献唱《屋檐》真是一如既往的好听，舞台真棒以及弹幕式观众席看起来真的太温暖了
889,889,889,"【#泰国发生枪击事件20人死亡#】据泰国媒体报道，泰国东北部呵叻府8日发生枪击事件，目前已造成20人死亡、31人受伤。泰国特种部队进入枪手藏身的商场，商场内大批民众被疏散，但枪手目前所处位置尚不清楚。
据报道，一名泰国士兵8日从呵叻府一个军事基地偷出武器，开枪打死自己的长官和另外2人后驾 展开全文c"
890,890,890,"疫情结束那天，我们都是这样的吧
#疫情结束后你的新目标# L清南师兄的微博视频"
891,891,891,#杨幂白浅大婚造型##白浅上线#杨幂《三生三世枕上书》上线客串白浅天后大婚品品这个大婚造型有没有美到你？反正是美到小潮了
892,892,892,【#泰国枪击案致25死34伤# 直播！看新闻发布会】当地时间8日下午，泰国东北部呵叻府发生枪击事件，已造成25死34伤。据报道，一名泰国士兵开枪打死自己的长官和另外2人后，驾车逃到一大型商场附近，朝人群开火。案发10多个小时后，官方举行新闻发布会↓关注！（总台记者陈林聪） L央视新闻的微博视频 .
893,893,893,【阴性！#小汤圆首次核酸测试结果#】#新冠肺炎患者产下男婴取名小汤圆# 记者从浙江大学医学院附属儿童医院了解到，“小汤圆”第一次咽拭子标本新冠病毒核酸检测为阴性，目前正在接受全方面悉心照料。浙大儿院隔离病房主任叶盛表示，后续将再次检测，并结合其他检查来明确“小汤圆”没有感染新型冠状病 展开全文c
894,894,894,"李佳琦#李佳琦直播##李佳琦吃醋#

@李佳琦Austin 宝贝，2020年第一季度的部分账单已为您生成，请查收～

以下被点名批评的品牌，若不好好整肃作风，修其品德，好礼好物伺候着我们小醋王，我给你说！
我给你说哦！（警告的语气）😤
无！法！原！谅！！！
后！果！自！负！
哼！（李佳琦哼 展开全文c"
895,895,895,我最想旅行的国家渴望度第一名是朝鲜，我问过世界各地的人包括许多韩国人『难道你们不想走进神秘的朝鲜看看么？』他们都点头表示超想。你想去朝鲜么？ 尤其是 #爱的迫降# 热播之后，你不想亲自揭开北韩神秘的面纱么？ 虽然有一点点怕怕的…
896,896,896,#央视元宵特别节目##凯丽带着哭腔朗诵#由张国立、郭涛、刘劲、张嘉译、凯丽、温玉娟、陶红、金玉婷带来诗朗诵《中国阻击战》，字字铿锵有力，人人眼泛泪花 这场中国阻击战，我们一定会赢！#央视诗朗诵太感人了# L新浪综艺的微博视频
897,897,897,【#透解祛瘟颗粒获批临床使用#：曾用名“肺炎1号方”，治疗轻症确诊病人和疑似病人】8日，广东省药监局、卫健委、中医药管理局发布通知，疫情期间允许广东省新冠肺炎定点救治医院直接调剂使用透解祛瘟颗粒。此前，经1周临床观察，应用“肺炎1号方”治疗新冠肺炎（轻症）确诊病人50例，全部患者体温恢复 展开全文c
898,898,898,"100分🇨🇳 🇨🇳 🇨🇳
#中国女篮进军东京奥运会#"
899,899,899,#看春晚上优酷# #张新成的汉阳门花园 催泪# @张新成 和@武汉的冯翔 共同演唱《汉阳门花园》为武汉加油，我们一起等待汉阳门花园花开的那一天#湖南卫视元宵晚会# L冯翔张新成《汉阳门花园》，倾听地道武汉民谣
900,900,900,【#上海虹桥枢纽#已发现体温异常101人】#周刊君与你共同战疫# 上海的返程高峰来到，作为进出上海的门户之一，虹桥枢纽是全市疫情防控工作的重点区域。随着返程高峰的来临，守住关口就是降低疫情风险系数的关键所在。截至2月7日，虹桥枢纽机测体温122万人次，发现体温异常101人，“120”转运60人。火车 展开全文c
901,901,901,【专家：#新冠肺炎愈后一般6个月内不会再得#】#新冠肺炎痊愈后是否具有传染性#？中央指导组专家、北京朝阳医院副院长童朝晖：一般两次核酸检测都为阴性，且肺部病变吸收较好的病患才会出院。SARS病毒和新型冠状病毒是85%的同源，抗击非典时测的抗体，能在体内持续6个月。根据这种研究结果推断，病人体 展开全文c
902,902,902,#北京公职人员不得戴N95医用口罩#你能买到口罩吗？ 你能买到口罩吗？
903,903,903,【湖北省委书记蒋超良：#两天内检测完武汉所有疑似患者#】2月8日，湖北省委书记、省新冠肺炎疫情防控指挥部指挥长蒋超良在武汉市督导疫情防控工作。会上他要求集中两天时间将全武汉市累积的所有疑似患者检测完毕，释放医护力量和医疗资源，集中用于确诊患者。O湖北省委书记蒋超良：两天内检测完武汉所有疑似患者
904,904,904,【河北一#患者隐瞒病情失去最佳治疗机会去世#，曾致77人密切接触】2020年2月9日，此前河北邢台市确诊的一患者隐瞒武汉居住史，密切接触人员77人，被警方已立案侦查的患者刘某某，2月8日晚上，因为失去最佳治疗机会，终因新冠肺炎致多脏器衰竭，经抢救无效于8日8点左右死亡。 展开全文c
905,905,905,#央视元宵节目主持人#今晚，#央视元宵晚会取消观众设置# ，当主持人说台下观众席空无一人，泪目 L新浪综艺的微博视频
906,906,906,【投票：你们公司/单位最近怎么开会？】#全国累计确诊新冠肺炎37198例##返岗后需要开会怎么办#？①为参会人员配备一次性医用口罩等物品；②会场座位间隔建议1米以上；③会议时间较长的建议每小时通风1次。你们公司/单位最近怎么开会？
907,907,907,#最新疫情地图# 今天河南郑州的郭某鹏被确诊。视频是昨天社区与公安到他家时的情景。他一直不承认自己海外旅行的经历，甚至在社区上门时依然没说实话。截至3月11日12时，经流调初步判定密切接触者24人，均已采取集中隔离医学观察措施。真是够害人的！不知道他为何会在3月1日这么严重的情况下，费尽周 展开全文c
908,908,908,"隋文静韩聪

▸ 第六场雨 ▸ 第六次冠

四大洲 FS｜截修✘6P
#隋文静韩聪夺冠#"
909,909,909,#凤凰传奇只有玲花# #出征#郑棋元、董宝石、杨魏玲花、石头一同献唱出征，网友都在问凤凰传奇为什么只有玲花，曾毅去哪了是不是因为封村出不来了
910,910,910,#湖北累计确诊新冠肺炎27100例#【#湖北新增2147例新冠肺炎#】2020年2月8日0时-24时，湖北省新增新型冠状病毒肺炎病例2147例，其中：武汉市1379例、孝感市123例、黄冈市100例、襄阳市81例、宜昌市78例、荆门市75例、鄂州市70例、黄石市57例、荆州市56例、随州市31例、十堰市29例、仙桃市20例、天门市18 展开全文c
911,911,911,#王耀庆配音白娘子传奇##王耀庆吐舌头#听完“舅舅”王耀庆配音的《新白娘子传奇》，感觉腿已经不是自己的了！彻底跪了啊！王耀庆在许仙、白娘子、小青、许仙姐姐之间来回切换，搞怪配音太拼了！还有那个吐舌头是什么操作？如此炸裂的综艺感真没谁了！ L娱乐八叫兽的微博视频
912,912,912,【医用防护服、医用外科口罩等#疫情防控重点医疗物资政府兜底采购收储#】国家发改委、财政部、工信部近日发布通知，明确发挥政府储备作用支持应对疫情紧缺物资增产增供，对企业多生产的重点医疗防护物资，全部由政府兜底采购收储。第一批政府兜底采购收储的产品目录包括：医用防护服，N95医用级防护口 展开全文c
913,913,913,#央视元宵特别节目##凯丽带着哭腔朗诵#由张国立、郭涛、刘劲、张嘉译、凯丽、温玉娟、陶红、金玉婷带来诗朗诵《中国阻击战》，字字铿锵有力，人人眼泛泪花 这场中国阻击战，我们一定会赢！#央视诗朗诵太感人了# L新浪综艺的微博视频
914,914,914,疫情防控期间不参与聚集，小区实施封闭式管理很有必要。2月7日消息，#深圳所有小区封闭管理# #广州所有小区实施封闭管理#， 此前也已有多地采取类似措施，你希望自己的小区封闭管理一段时间吗？ 你希望自己的小区封闭管理一段时间吗？
915,915,915,#王鹤棣剃光头##维嘉妈妈叫王鹤棣屉屉#《嘿你在干嘛呢》@李维嘉 连线@王鹤棣_Dylan ，维嘉妈妈口音上线：“屉屉”王鹤棣戴帽子的原因竟是因为自己剃了光头，果然检验帅气的标准就是寸头无疑！ L新浪综艺的微博视频
916,916,916,【东京奥委会：#东京奥运不会因疫情取消#】#周刊君与你共同战疫# 2月6日，东京奥委会再次确认奥运会绝对不会因为新冠肺炎疫情取消。奥委会已于4日成立专门的“新冠肺炎感染症对策本部”，他们将采取一切可能的措施应对疫情威胁，严防奥组委内部出现感染，严防比赛期间运动员感染，并为可能的感染提出应 展开全文c
917,917,917,"#看歌手来优酷# 第6期#歌手当打之年#剧照尝鲜
明天就是周五了，又可以听@华晨宇yu 唱歌啦看大哥这新造型，想必明晚又将带来一场视听享受，太期待了！锁定优酷，明晚一起听花花唱《神树》啦~~
（p.s 想给大哥剪头发，就剪一点刘海的那种，怕太长了遮住眼睛，大哥会看不到我的 ）"
918,918,918,#嘉人谈资##杨幂白浅大婚造型#《三生三世枕上书》杨幂 终于出场，恍若回到了“十里桃花”的剧情，我们四海八荒绝美仙女白浅上神，这个造型真的🉑️
919,919,919,【#澳大利亚山火后遗症#！一小镇饮用水浑浊发黑】据澳大利亚电视台9NEWS报道，在Lithgow小镇近日居民家中的自来水都是深色浑浊的，甚至用滤水器也没有任何作用，这是持续五个月的澳洲山火后遗症之一。一名居民称，水的颜色跟可乐一样，她现在只能去超市买瓶装水喝。当地市议会表示，虽水源的颜色让人感 展开全文c
920,920,920,#叶青缇下线# 太虐了太虐了今晚的《三生三世枕上书》实在太虐了，叶青缇叫小九和王君走的那一刻，心都碎了，真的好心疼叶将军啊，从头到尾都在小心翼翼的爱着小九。实在太心疼叶将军了。#电视剧三生三世枕上书# O网页链接
921,921,921,#白浅上线##杨幂白浅大婚造型# 白浅太漂亮了，不愧是四海八荒第一美女，今晚见啊
922,922,922,【高清航拍：#雷神山12天建设全纪录#】1月25日，武汉市决定建设雷神山医院，12天不舍昼夜、争分夺秒，工人们披星戴月、日夜不息……这场战“疫”，我们一起扛过去！戳视频↓↓↓，180秒看雷神山医院建设全纪录。航拍：@8KRAW L人民日报的微博视频
923,923,923,【湖北卫健委：#42322名医务人员支援湖北#，#钟南山李兰娟等10个院士团队齐聚湖北#】湖北疫情防控工作发布会，湖北省卫生健康委员会副主任涂远超介绍，钟南山、李兰娟、王辰、黄璐琦、张伯礼、陈薇、乔杰、仝小林等10位业内著名院士，集结他们的团队齐聚湖北。截至目前，有344支医疗队、42322名医务工 展开全文c
924,924,924,【心痛！#济南一家三代6口人感染# 11个月大双胞胎确诊】2月7日0时-12时，济南市新增新型冠状病毒感染的肺炎确诊病例2例，为11个月大双胞胎男孩，双胞胎患者1月22日随家人乘G258次列车从武汉返回济南，由亲属自驾接回长清。其亲属4人均已被确诊，一家6人被感染。#11个月大双胞胎确诊# 展开全文c
925,925,925,#米希亚 现在好想见你# 日本国民女歌手MISIA米希亚 演唱日剧《仁医》主题曲《现在好想见你》，唱到颤抖，真的听哭 O网页链接
926,926,926,#音悦师大# “走吧，走吧，别大声反驳……”独特的声线让人惊叹不已，燃烧的气氛让人热血沸腾。曲之开始，傲骨少年携火而来；一曲终了，他又踏冰而去。今天，君君给大家带来一首华晨宇的《寒鸦少年》——生而为少年，不破苍穹终不还L湖南卫视的微博视频
927,927,927,"#天天向上# 【录制花絮】#天天兄弟#
今日份一博@UNIQ-王一博 的帅气，确认✔️ L天天向上的微博视频"
928,928,928,【#老师变身网红主播#：#高三教师自制花式直播设备# 远程辅导功课】电线、衣架、挂历、自拍杆、电扇底座…高考在即，疫情来袭，福建福州十中高三全体老师紧急“充电”，初步掌握如何成为一名合格“网红”主播，在家自制“花式”直播设备，为高三学生在家复习提供远程帮助。辛苦了！ 展开全文c
929,929,929,【#成都全市小区院落封闭管理#】7日，成都市新型冠状病毒感染的肺炎疫情防控指挥部发布通告，称全市城镇居住小区（院落）、农民集中居住区、农村散居院落实行限制外来人员进入的封闭式管理。#成都小区封闭管理#（人民日报记者宋豪新）
930,930,930,#内蒙古海拉尔现梦幻月晕#真的是太美了， 彩色光环绕皓月！太壮观了！！
931,931,931,#羽生结弦第19次打破世界纪录#2020年四大洲花样滑冰锦标赛单短节目，日本名将羽生结弦完美演绎了自己的经典曲目《第一叙事曲》 ，获得111.82分，打破自己保持的世界纪录！#雪战到底#L央视体育的微博视频
932,932,932,全國應援湖北，這畫畫的太生動形象了，畫家太有才了👍🏻👍🏻👍🏻#16省份一省包一市支援湖北##全国21省区市下调应急响应级别# L香港胡迪警長的微博视频
933,933,933,【#周杰捐献两万斤大米#】2月7日凌晨，周杰 在社交平台发文，称为了向伟大的医务工作人员致敬，准备捐献两万斤大米，等待他们凯旋。据悉，他隐退演艺圈跨足农业，在东北拥有上千亩的地，生产纯优质的大米。这次直接捐献也是为支援疫区，为战胜疫情尽自己的一份力。 展开全文c
934,934,934,"【新华网评：深深悼念！深深致敬！】#武汉市民献花悼念李文亮# 奇迹终究未能发生。李文亮医生永远离开了我们。#送别李文亮 愿天日昭昭#。
作为抗击疫情一线的医务工作者，李文亮以自己的乐观、坚强、无畏，再次诠释了白衣天使的平凡与伟大。对这种向死而生、勇往直前的医者大爱，我们深深缅怀！深 展开全文c"
935,935,935,"【#安徽各级各类学校2月底前不开学#】根据疫情发展情况，经安徽省政府同意，安徽省各级各类学校（高校、中小学、中职学校、技工院校、幼儿园、托儿所等）2月底前不开学。具体开学时间，将视疫情防控情况，经科学评估后确定，届时提前向社会公布。
延迟开学期间，各级教育行政部门要加强管理和指 展开全文c"
936,936,936,【#超市里买菜的都是男同志# 你家是男的还是女的去买菜？】为了配合防疫工作，不少小区还规定每户只能有一个人出去采购，于是身强力壮的老爷们就成了上街采购的主力。他们手拿清单笨拙地挑选，有的还打电话询问豆角要圆的扁的还是长的。你家是男的还是女的去买菜？ 你家是男的还是女的去买菜？
937,937,937,【#返工潮如何做好防护#？#岩松帮你问#】今晚《新闻1+1》，白岩松连线国务院参事室特邀研究员杨志明，为你解读返工潮来临的防护工作及武汉社区防控措施。直播，关注！ L央视新闻的微博视频 .
938,938,938,【河南信阳面包店#用面包盒自制1600个防护面罩捐医院#】 2月6日，河南信阳。一家面包店在得知疫情防护面具紧缺的情况后，现场通过视频向医生请教，10余名工作人员从早上9点到下午4点，用面包盒生产1600个防护面具，在制作合格前提下，无偿捐给医院。蛋糕房工作人员说，疫情面前资源短缺，也想尽一份力 展开全文c
939,939,939,在家无聊，拯救不开心！《欢乐喜剧人2》经典组合岳云鹏孙越爆笑相声合集，密集笑点满满。长达3小时，马走慢慢看了！Via：长天#人一闲下来满脑子都是才华# L电影士的微博视频
940,940,940,"【新华网评：深深悼念！深深致敬！】#武汉市民献花悼念李文亮# 奇迹终究未能发生。李文亮医生永远离开了我们。#送别李文亮 愿天日昭昭#。
作为抗击疫情一线的医务工作者，李文亮以自己的乐观、坚强、无畏，再次诠释了白衣天使的平凡与伟大。对这种向死而生、勇往直前的医者大爱，我们深深缅怀！深 展开全文c"
941,941,941,【给力！#106辆军用卡车出动为武汉运物资#】2月7日，106辆军用卡车为武汉运生活物资，将285吨物资运送到69个网点，主要分新州、雷神山、洪山文化旅游区三个方向。这是驻鄂部队抗击疫情运力支援队成立以来出动车辆、官兵数量最多的一次。L央视军事的微博视频
942,942,942,"这样的汤圆简直无从入口
#吃过最奇葩的汤圆#"
943,943,943,【教育部：#未经学校批准不准返校#】2月7日，教育部召开全国教育系统应对新型冠状病毒感染肺炎疫情防控工作视频会议。指出严格管控学校校门，未经学校批准学生一律不准返校，校外无关人员一律不准进校门，师生进入校门一律核验身份和检测体温，对发烧咳嗽者一律实行医学隔离观察，不服从管理者一律严肃 展开全文c
944,944,944,"#楼下老板实行闭门营业#
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈老板从没有这样嫌弃过顾客"
945,945,945,【#火神山医院一日三餐吃什么#？】在火神山医院，患者每餐都吃什么？隔离病房又是如何保证餐食安全领取呢？第一批转到火神山医院接受治疗的患者通过视频记录下了自己的餐食。#你守护大家我守护你#，戳↓↓@央视军事 L央视军事的微博视频
946,946,946,【#哭泣的胡明医生笑了#：他的战友，#重症医生痊愈即将归队#】近日，湖北武汉肺科医院ICU主任胡明接受采访时，因一通电话泣不成声。电话中，他得知同行好友袁海涛被感染，病情危重。这几天，好消息传来：袁海涛病情已大有好转，即将出院！一直牵挂好友的胡医生终于放心：“不管他啦！”欢迎归队！ 展开全文c
947,947,947,【#南京抗疫医生徐辉离世#】据健康南京，南京市中医院新型冠状病毒感染肺炎防治工作小组组长、副院长徐辉同志，因突发疾病，抢救无效，于2020年2月7日凌晨不幸逝世，享年51岁。#南京卫健委哀悼抗疫女医生徐辉#，向徐辉同志家属表示诚挚慰问。
948,948,948,"【高清中字】200310 EVERY特辑《3.11地震后9年 羽生结弦“如今的想法”》
明天（3月11日）就是东日本大地震发生九周年的日子，当时（2011年）16岁的羽生结弦选手在宫城县仙台市经历了地震，现在25岁的他，有着怎样的想法呢？
“我不太想清晰地回忆起那时的心情，即使到了今天，也会因为想到地震的事情 展开全文c"
949,949,949,【投票：你有多少天没有出门了？】#钟南山称疫情拐点还要几天# ，多地出台延迟复工、开学政策，#教育部 未经学校批准不准返校#，#广东学校2月底前不开学#。你有多少天没有出门了？ 你有多少天没有出门了？
950,950,950,【#春节延长假期间上班先安排补休# 你有补休吗？】人社部等今天印发《关于做好新型冠状病毒感染肺炎疫情防控期间稳定劳动关系支持企业复工复产的意见》，对在春节假期延长假期间因疫情防控不能休假的职工，指导企业应先安排补休，对不能安排补休的，依法支付加班工资。你有补休吗？ 展开全文c
951,951,951,"【#李文亮医生被认定为工伤#：工亡补助金78万余元】2月7日，武汉市人社局作出《认定工伤决定书》，认定李文亮作为医护人员在抗击新型冠状病毒感染肺炎疫情工作中不幸感染并经抢救无效去世，属于工伤。据核算，李文亮同志工伤保险待遇如下：一次性工亡补助金78.502万元、丧葬补助金3.6834万元。
展开全文c"
952,952,952,#关注新冠肺炎#【#湖北省委党校新校区将改造为定点医疗点#】武汉市委常委、常务副市长胡亚波7日晚在湖北疫情防控例行发布会上表示，正全力以赴收治病人。目前全市28家定点医院，床位已扩展到8895张。火神山医院1000张病床已交付使用，雷神山医院1600张病床将于2月8日交付使用。这些将全部用于收治重症 展开全文c
953,953,953,@卡布叻_周深 上#歌手当打之年#唱了大鱼，#周深 大鱼#音色空灵，每听一次都是一场享受O网页链接
954,954,954,"#宋茜# NH 部分实绩，pljj好能打🐮不仅爱豆时代优秀，演员@宋茜 今年主演热播剧《下一站是幸福》今年首个双网三域收视破2上星剧
期待新剧《心跳源计划（掮客）》裘佳宁、《他其实没有那么爱你》孙艺荷
#30天安利宋茜#星闻揭秘"
955,955,955,【投票：你有多少天没有出门了？】#钟南山称疫情拐点还要几天# ，多地出台延迟复工、开学政策，#教育部 未经学校批准不准返校#，#广东学校2月底前不开学#。你有多少天没有出门了？ 你有多少天没有出门了？
956,956,956,#新冠肺炎#【转存！#一张图看懂新冠肺炎#】
957,957,957,#新冠肺炎最新动态# 【#北京首次公布疑似病例数量#：累计157例】 截至2月6日24时，本市累计疑似病例157例，确诊病例297例。其中东城区7例、西城区36例、朝阳区51例、海淀区47例、丰台区22例、石景山区13例、门头沟区3例、房山区13例、通州区14例、顺义区8例、昌平区17例、大兴区34例、怀柔区7例、延庆 展开全文c
958,958,958,【#教育部要求严格管控学校校门#】今天，教育部召开全国教育系统应对新冠肺炎疫情防控工作视频会议。要求严格管控学校校门，未经学校批准学生一律不准返校，校外无关人员一律不准进校门，师生进入校门一律核验身份和检测体温，对发烧咳嗽者一律实行医学隔离观察，不服从管理者一律严肃处理。 展开全文c
959,959,959,【#武汉氧气供应量紧张#：氧气用量达日常峰值10倍以上】武汉市肺科医院院长彭鹏表示：目前除了人员、防护用品紧张以外，还有一个突出问题就是氧气供应。目前我们医院氧气用量已达到日常用量峰值的10倍以上，任何一家医院在进行设计的时候，都不可能按照现在这种极端情况来进行氧气设计，目前我们呼吸机 展开全文c
960,960,960,【不要隐瞒！#全国超20人故意隐瞒致人感染被立案#】据公安部刑侦局，近日，全国各地陆续出现新型冠状病毒感染的肺炎患者故意隐瞒病例情况，目前已有超20名患者因故意隐瞒病例，致多名人员感染和隔离。各地公安机关以涉嫌危险方法危害公共安全罪对这20余名患者分别立案侦查。为自己，也为公共安全，请不 展开全文c
961,961,961,【#春运返程高峰公共交通工具将设隔离区#】交通运输部新闻发言人、运输服务司副司长蔡团结表示，随着市民陆续返岗、学生返校，返程客流高峰即将到来。为了降低客流流入地疫情风险，返程公共交通工具将控制上座率，为分散就坐、隔位就坐预留空间，并在交通工具后部设立隔离区，当出现疑似或确诊病例时， 展开全文c
962,962,962,#iKON回归##没有金韩彬的回归# iKON回归的歌曲是金韩彬作词作曲的，mv有看吗最喜欢哪个part
963,963,963,【#钟南山院士健身配方#】钟南山院士曾在一档电视节目中透露自己的“健身配方”：2004年他曾做过一次支架手术，之后一直保持每周做运动的习惯。一周一般做3次，争取做4次——先是快走，然后是跑步，一共20到25分钟；然后做拉力和2到3组双杠，每次做15到20下；之后是仰卧起坐和单杠。 (中国新闻网 展开全文c
964,964,964,【#294人涉疫情诈骗被抓# 可恨！】近日，少数不法分子利用疫情名义实施诈骗犯罪，性质十分恶劣。截至目前，全国公安机关共破获涉疫情诈骗案件1116起，抓获犯罪嫌疑人294名，追缴赃款660余万元！发现这种事，尽快报警！转！
965,965,965,"#天天向上# 【录制花絮】#天天兄弟#
今日份一博@UNIQ-王一博 的帅气，确认✔️ L天天向上的微博视频"
966,966,966,#李娜捐赠300万#在举国上下齐心协力共同抗击疫情的非常时刻，网球世界冠军@李娜 捐赠300万元，用于支持武汉定点医院的急需医疗物资。运动员个人捐赠最高额度，为娜姐点赞！@武汉网球公开赛 #抗击疫情体育界在行动#
967,967,967,【#如何正确取快递#？📦】 #国家邮政局呼吁让快递员进小区# ，你怎么看？在目前情况下，如何安全取快递？一共分为五个步骤，具体请看视频的真人演示。 @丁香医生 L丁香医生的微博视频
968,968,968,#水果姐中文为武汉加油# 水果姐Katy Perry穿着旗袍，为武汉加油“我们与你同在”最后还特别诚心用中文说加油，人美心善水果姐
969,969,969,@林二汶 于“赏听 给我爱过的广东歌”音乐会翻唱《从不知×深夜港湾×长街的一角》（原唱：张国荣/关淑怡/林忆莲）。 L饮歌记的微博视频
970,970,970,【#上海发生两起聚集性疫情# 感染源与安徽一家健身房有关】2月6日，上海市疾控中心主任付晨通报，1月26日和1月29日，上海黄浦区和宝山区发生聚集性疫情，黄浦区病人曾与宝山区病人聚餐。宝山区的3例病人曾去安徽蚌埠，期间有2人多次到当地一健身房。2月5日，蚌埠发布称，5名确诊病人曾去过该健身房。 展开全文c
971,971,971,#蔡敏敏贺灿阳恋情曝光#贺繁星劝贺灿阳分手，叶鹿鸣劝蔡敏敏分手，我的CP怎么这么难#下一站是幸福预告#
972,972,972,#R1SE换预防疫情头像# @R1SE-周震南 @R1SE-何洛洛 @R1SE-焉栩嘉 @R1SE-夏之光 @R1SE-姚琛 @R1SE-翟潇闻 @R1SE-张颜齐 @R1SE-刘也 @R1SE-任豪 @R1SE-赵磊 @R1SE-赵让 换成了预防疫情的Q版微博头像，“必戴口罩、勤快洗手、拒吃野味、禁止聚会、不要恐慌、经常通风、注意消毒、不要熬夜、多吃果蔬、锻炼 展开全文c
973,973,973,"大火过后的澳大利亚，生命再次登场。
#大火过后的澳大利亚#"
974,974,974,"#国际疫情动态# 【#法国启动新冠肺炎疗法临床试验# 】法国政府11日宣布启动新冠肺炎治疗方法的临床试验，以测试四种不同疗法的有效性。
法国卫生和医学研究所专家、巴黎比沙医院传染病科负责人亚兹丹·亚兹丹帕纳赫当天在新闻发布会上说，目前还没有针对新冠病毒的特效疗法和疫苗，治疗以对症为主。 展开全文c"
975,975,975,【专家：市民不要把过多精力用在关注疾病信息上 #该追星的追星# 】2月6日，上海召开的疫情防控新闻发布会上，上海市精神卫生中心主任医师谢斌表示，疫情期间市民适当焦虑是有好处的，有助于大家在心理上对疫情高度防范，但是焦虑情绪不能过度。他建议市民不要把过多精力用在关注疾病信息上，接收疫情信 展开全文c
976,976,976,#原来东北的冰箱长这样#可能冬天东北的冰箱是用来解冻的吧，你还知道哪些南北差异，快来分享一下吧！
977,977,977,【#成人口罩怎么改儿童口罩#？华西这位急诊科护士想出这个好办法！】#山西查获假冒伪劣口罩10万只#，“没有儿童口罩、成人口罩太大怎么办？”这是由四川大学华西第二医院的急诊科副护士长赵静拍摄整理的用成人口罩自制儿童口罩视频，视频中出镜的，则是她3岁多的儿子。但她发现，由于孩子脸太小，戴上 展开全文c
978,978,978,【#口罩喷酒精可能将病毒留在口罩上# 你是怎么给口罩消毒的？】专家提醒：用酒精喷洒口罩表面，酒精挥发时会将里面的水分一起带走，再使用时，被分离出来的病毒有可能被吸入！重复用口罩，可以用蒸煮5-10分钟的方法。你是怎么给口罩消毒的？ 你是怎么给口罩消毒的？
979,979,979,【转扩：#电脑模拟仿真疫情趋势#：为什么现在不能出门】程序员用计算机编程的方式，模拟了人们出门与不出门时，疫情的变化情况。看完视频你就明白为什么不能出门了，千万不要放松警惕！（@Ele实验室 ） L人民日报的微博视频
980,980,980,#疫情实时播报##郑州复工时间# 【《郑州发布10号通告：复工复产时间定了！》吧】郑州市复工复产时间安排按照《郑州市新型冠状病毒感染的肺炎疫情防控领导小组通告》(第4号)规定，本市行政区域内除疫情防控必需的各类企业外，其他企业2020年2月9日24时前不得开工。工业企业、服务业企业和建设工程复工复 展开全文c
981,981,981,#最新疫情地图# 今天河南郑州的郭某鹏被确诊。视频是昨天社区与公安到他家时的情景。他一直不承认自己海外旅行的经历，甚至在社区上门时依然没说实话。截至3月11日12时，经流调初步判定密切接触者24人，均已采取集中隔离医学观察措施。真是够害人的！不知道他为何会在3月1日这么严重的情况下，费尽周 展开全文c
982,982,982,"【元宵节快到啦！！快来康康圆子DIY的汤圆花式吃法】
元宵节快到啦，宅在家没事自己DIY了两种汤圆的花式吃法！！

🎈第一种 芋泥汤圆
芋泥和面，汤圆煮七八分熟，芋泥皮包住汤圆，用烤箱烤熟或者上锅蒸熟都可
🎈第二种 红豆牛奶汤圆
红豆红豆沙牛奶煮熟后加入到喜欢的口味的汤圆里就可以啦 展开全文c"
983,983,983,#iKON回归##没有金韩彬的回归# iKON回归的歌曲是金韩彬作词作曲的，mv有看吗最喜欢哪个part
